User_ID,Age_Group,Gender,Location,Device_Type,Social_Media_Platform,Two_Factor_Authentication,Saved_Password,Account_Privacy,Frequent_New_Device_Logging,Connection_Type,Time_of_Day,Payment_Mode,Cross_Channel_Usage,Season,Suspicious_Activity,Clicked_Ad,Ad_Platform,Ad_Target_Domain,Domain_Reputation,Domain_Length,Domain_Entropy,Click_Leads_To_Malicious_Site
4599,45-54,Male,Jharkhand,Desktop,LinkedIn,No,No,Public,No,Private,Morning,Digital Wallet,Yes,Diwali,0,No,,,,0,0,0
4600,35-44,Male,West Bengal,Mobile,Facebook,Yes,No,Private,Yes,Private,Afternoon,Credit Card,Yes,winter vacation,0,Yes,Twitter,login-secure.ru,Malicious,15,3.507,1
4601,35-44,Female,Rajasthan,Desktop,Facebook,Yes,No,Private,Yes,Private,Night,UPI,Yes,Diwali,0,Yes,Facebook,banking.example,Good,15,3.507,0
4602,18-24,Female,Uttar Pradesh,Mobile,Facebook,No,Yes,Private,No,Private,Night,Credit Card,Yes,summer vacations,1,No,,,,0,0,0
4603,25-34,Female,Andhra Pradesh,Mobile,Instagram,Yes,Yes,Private,Yes,Private,Evening,Digital Wallet,Yes,summer vacations,0,Yes,WhatsApp,banking.example,Good,15,3.507,0
4604,35-44,Male,Assam,Mobile,Instagram,Yes,No,Private,Yes,Private,Morning,Digital Wallet,Yes,Diwali,0,Yes,Facebook,offers-shop.co,Suspicious,14,3.182,0
4605,45-54,Male,Maharashtra,Desktop,LinkedIn,Yes,No,Public,No,Private,Morning,Digital Wallet,Yes,Holi,0,Yes,Instagram,news-portal.org,Good,15,3.64,0
4606,18-24,Male,Rajasthan,Mobile,Twitter,Yes,Yes,Private,No,Private,Morning,UPI,No,summer vacations,0,Yes,WhatsApp,news-portal.org,Good,15,3.64,0
4607,25-34,Male,Bihar,Mobile,WhatsApp,Yes,No,Private,No,Private,Afternoon,UPI,Yes,summer vacations,1,No,,,,0,0,0
4608,25-34,Male,Uttar Pradesh,Tablet,Instagram,No,Yes,Public,No,Private,Morning,Debit Card,Yes,Holi,0,No,,,,0,0,0
4609,35-44,Female,Bihar,Mobile,LinkedIn,Yes,No,Private,No,Private,Morning,UPI,Yes,Holi,0,Yes,Instagram,promo-deals.xyz,Suspicious,15,3.774,1
4610,18-24,Female,Bihar,Desktop,Twitter,Yes,Yes,Private,No,Private,Morning,UPI,Yes,summer vacations,1,No,,,,0,0,0
4611,35-44,Female,Bihar,Mobile,WhatsApp,Yes,No,Private,No,Open WiFi,Afternoon,Cash,Yes,Holi,0,No,,,,0,0,0
4612,18-24,Male,Kerala,Mobile,Twitter,Yes,No,Public,No,Open WiFi,Morning,UPI,Yes,Diwali,1,Yes,WhatsApp,unknown-redirect.net,Suspicious,20,3.484,1
4613,25-34,Male,Gujarat,Mobile,Twitter,No,No,Private,No,Private,Morning,Credit Card,Yes,Diwali,0,Yes,Instagram,banking.example,Good,15,3.507,0
4614,45-54,Male,Gujarat,Tablet,WhatsApp,Yes,No,Private,No,Private,Afternoon,Debit Card,Yes,summer vacations,0,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
4615,35-44,Female,Odisha,Tablet,Instagram,No,No,Private,No,Private,Morning,Debit Card,Yes,summer vacations,1,No,,,,0,0,0
4616,45-54,Female,Madhya Pradesh,Desktop,Instagram,Yes,Yes,Private,No,Private,Evening,Digital Wallet,No,winter vacation,0,No,,,,0,0,0
4617,18-24,Female,Karnataka,Tablet,LinkedIn,Yes,No,Public,No,Private,Afternoon,Digital Wallet,Yes,Holi,1,No,,,,0,0,0
4618,25-34,Male,Haryana,Mobile,Instagram,No,No,Public,No,Private,Afternoon,Digital Wallet,No,winter vacation,0,Yes,WhatsApp,discounts.online,Suspicious,16,3.328,1
4619,35-44,Female,Madhya Pradesh,Mobile,Facebook,Yes,Yes,Public,No,Private,Morning,Cash,No,navaratri,1,Yes,WhatsApp,banking.example,Good,15,3.507,0
4620,35-44,Female,West Bengal,Mobile,WhatsApp,Yes,No,Public,Yes,Private,Night,Debit Card,No,summer vacations,0,No,,,,0,0,0
4621,45-54,Male,Maharashtra,Tablet,LinkedIn,Yes,No,Private,No,Private,Evening,Cash,No,summer vacations,1,No,,,,0,0,0
4622,18-24,Female,Madhya Pradesh,Mobile,Instagram,Yes,Yes,Public,Yes,Private,Evening,Credit Card,No,summer vacations,0,Yes,LinkedIn,offers-shop.co,Suspicious,14,3.182,1
4623,18-24,Male,Bihar,Desktop,Instagram,Yes,Yes,Public,No,Hotspot,Afternoon,Digital Wallet,No,Diwali,0,No,,,,0,0,0
4624,25-34,Other,Rajasthan,Desktop,LinkedIn,Yes,No,Private,No,Private,Afternoon,UPI,No,summer vacations,0,No,,,,0,0,0
4625,18-24,Female,Uttar Pradesh,Mobile,Instagram,Yes,No,Public,No,Private,Evening,Credit Card,No,Diwali,1,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
4626,45-54,Female,Assam,Desktop,Facebook,Yes,Yes,Public,No,Private,Morning,Cash,Yes,summer vacations,0,No,,,,0,0,0
4627,25-34,Female,Tamil Nadu,Desktop,WhatsApp,No,No,Private,Yes,Hotspot,Afternoon,Debit Card,Yes,navaratri,0,No,,,,0,0,0
4628,25-34,Male,Rajasthan,Mobile,Facebook,Yes,No,Public,No,Private,Night,Debit Card,No,Diwali,0,No,,,,0,0,0
4629,25-34,Male,Bihar,Mobile,Twitter,Yes,No,Private,No,Private,Afternoon,Credit Card,Yes,summer vacations,0,Yes,Twitter,promo-deals.xyz,Suspicious,15,3.774,0
4630,35-44,Female,Uttar Pradesh,Mobile,Instagram,Yes,Yes,Private,No,Hotspot,Night,Debit Card,Yes,Holi,1,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
4631,45-54,Female,Chhattisgarh,Tablet,WhatsApp,Yes,No,Private,No,Open WiFi,Afternoon,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
4632,35-44,Male,Andhra Pradesh,Mobile,Instagram,Yes,Yes,Private,Yes,Open WiFi,Afternoon,Digital Wallet,Yes,Holi,0,Yes,LinkedIn,news-portal.org,Good,15,3.64,0
4633,25-34,Female,Maharashtra,Desktop,WhatsApp,Yes,No,Private,No,Private,Morning,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
4634,18-24,Female,Maharashtra,Mobile,WhatsApp,Yes,No,Public,No,Hotspot,Night,Credit Card,Yes,Holi,0,No,,,,0,0,0
4635,25-34,Male,Maharashtra,Mobile,Facebook,Yes,No,Public,Yes,Hotspot,Afternoon,UPI,Yes,summer vacations,1,Yes,LinkedIn,discounts.online,Suspicious,16,3.328,1
4636,35-44,Female,Madhya Pradesh,Mobile,Facebook,Yes,No,Public,No,Private,Afternoon,UPI,No,summer vacations,0,No,,,,0,0,0
4637,45-54,Female,Bihar,Mobile,Facebook,Yes,Yes,Private,No,Open WiFi,Evening,Cash,No,navaratri,0,Yes,Facebook,banking.example,Good,15,3.507,1
4638,25-34,Male,Uttar Pradesh,Tablet,LinkedIn,Yes,No,Private,Yes,Private,Morning,UPI,No,Holi,0,No,,,,0,0,0
4639,25-34,Female,Jammu & Kashmir,Mobile,Twitter,Yes,Yes,Private,No,Private,Afternoon,Digital Wallet,Yes,navaratri,0,Yes,WhatsApp,ecommerce.com,Good,13,2.449,1
4640,25-34,Male,Bihar,Mobile,Twitter,Yes,No,Private,No,Private,Afternoon,Debit Card,No,Diwali,0,Yes,Instagram,phishingsite.ru,Malicious,15,3.323,1
4641,35-44,Other,Assam,Desktop,Instagram,Yes,No,Public,Yes,Open WiFi,Evening,Credit Card,Yes,summer vacations,0,Yes,WhatsApp,phishingsite.ru,Malicious,15,3.323,1
4642,45-54,Male,Tamil Nadu,Mobile,Instagram,Yes,No,Private,No,Private,Afternoon,Digital Wallet,Yes,Diwali,0,No,,,,0,0,0
4643,18-24,Male,Punjab,Mobile,Twitter,Yes,No,Public,No,Private,Evening,Digital Wallet,Yes,navaratri,0,Yes,Instagram,discounts.online,Suspicious,16,3.328,0
4644,45-54,Male,Uttar Pradesh,Mobile,Facebook,Yes,No,Private,No,Private,Evening,Debit Card,Yes,navaratri,0,Yes,Twitter,ecommerce.com,Good,13,2.449,0
4645,18-24,Male,Uttar Pradesh,Tablet,LinkedIn,No,No,Private,No,Hotspot,Morning,Digital Wallet,No,Diwali,0,No,,,,0,0,0
4646,35-44,Male,West Bengal,Tablet,Facebook,Yes,Yes,Private,No,Hotspot,Evening,UPI,Yes,summer vacations,0,No,,,,0,0,0
4647,45-54,Female,Bihar,Mobile,Facebook,Yes,Yes,Private,No,Private,Night,Cash,Yes,Diwali,1,Yes,Facebook,ecommerce.com,Good,13,2.449,0
4648,45-54,Male,West Bengal,Desktop,WhatsApp,No,No,Public,No,Open WiFi,Afternoon,Digital Wallet,Yes,navaratri,0,No,,,,0,0,0
4649,18-24,Male,Rajasthan,Mobile,Twitter,No,Yes,Public,No,Private,Night,Digital Wallet,Yes,Diwali,0,Yes,Facebook,ecommerce.com,Good,13,2.449,0
4650,25-34,Male,Chhattisgarh,Mobile,Twitter,Yes,No,Private,No,Private,Afternoon,Debit Card,No,Diwali,0,No,,,,0,0,0
4651,45-54,Female,Madhya Pradesh,Mobile,Instagram,Yes,No,Private,No,Hotspot,Evening,UPI,No,summer vacations,0,Yes,LinkedIn,unknown-redirect.net,Suspicious,20,3.484,1
4652,35-44,Male,Uttar Pradesh,Mobile,Twitter,No,No,Private,No,Private,Evening,UPI,Yes,Holi,1,Yes,Twitter,discounts.online,Suspicious,16,3.328,1
4653,45-54,Female,Gujarat,Desktop,Facebook,No,No,Public,No,Open WiFi,Morning,Debit Card,Yes,winter vacation,1,No,,,,0,0,0
4654,35-44,Female,West Bengal,Mobile,Facebook,Yes,Yes,Private,No,Private,Evening,Credit Card,No,Diwali,0,Yes,WhatsApp,news-portal.org,Good,15,3.64,0
4655,45-54,Female,Maharashtra,Mobile,WhatsApp,Yes,Yes,Private,No,Private,Night,Credit Card,Yes,Diwali,1,Yes,Facebook,promo-deals.xyz,Suspicious,15,3.774,1
4656,35-44,Female,Chhattisgarh,Mobile,Instagram,No,No,Private,No,Private,Evening,UPI,Yes,winter vacation,1,Yes,Twitter,promo-deals.xyz,Suspicious,15,3.774,0
4657,35-44,Male,Madhya Pradesh,Mobile,WhatsApp,Yes,No,Public,No,Private,Afternoon,Cash,No,summer vacations,0,Yes,Facebook,promo-deals.xyz,Suspicious,15,3.774,0
4658,25-34,Male,Maharashtra,Mobile,WhatsApp,Yes,Yes,Public,No,Hotspot,Afternoon,UPI,No,navaratri,0,No,,,,0,0,0
4659,35-44,Female,Tamil Nadu,Tablet,Twitter,Yes,No,Private,No,Private,Evening,Debit Card,Yes,winter vacation,0,Yes,Twitter,discounts.online,Suspicious,16,3.328,1
4660,45-54,Female,Karnataka,Tablet,Twitter,Yes,Yes,Private,No,Private,Evening,Debit Card,No,summer vacations,1,No,,,,0,0,0
4661,25-34,Female,Odisha,Desktop,Facebook,Yes,No,Public,No,Private,Night,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
4662,25-34,Male,Bihar,Mobile,Facebook,Yes,No,Public,No,Hotspot,Night,Debit Card,No,Diwali,0,Yes,Facebook,ecommerce.com,Good,13,2.449,0
4663,35-44,Female,Uttar Pradesh,Mobile,Twitter,Yes,Yes,Public,No,Hotspot,Evening,Digital Wallet,Yes,Holi,0,Yes,LinkedIn,ecommerce.com,Good,13,2.449,0
4664,45-54,Other,Madhya Pradesh,Mobile,WhatsApp,No,Yes,Public,No,Private,Afternoon,Digital Wallet,Yes,winter vacation,1,Yes,Facebook,unknown-redirect.net,Suspicious,20,3.484,1
4665,45-54,Male,Tamil Nadu,Mobile,WhatsApp,Yes,No,Public,Yes,Private,Evening,Cash,No,summer vacations,0,Yes,Facebook,discounts.online,Suspicious,16,3.328,1
4666,35-44,Male,Gujarat,Mobile,LinkedIn,Yes,No,Public,No,Hotspot,Evening,Debit Card,No,summer vacations,1,No,,,,0,0,0
4667,35-44,Female,Gujarat,Mobile,Twitter,No,Yes,Public,No,Private,Morning,UPI,Yes,summer vacations,0,No,,,,0,0,0
4668,45-54,Male,Bihar,Desktop,Twitter,Yes,No,Public,No,Private,Night,Cash,Yes,Diwali,0,No,,,,0,0,0
4669,25-34,Male,Bihar,Mobile,Facebook,Yes,Yes,Private,No,Private,Evening,Credit Card,No,summer vacations,0,No,,,,0,0,0
4670,35-44,Female,Bihar,Desktop,WhatsApp,Yes,No,Private,No,Private,Afternoon,UPI,Yes,Holi,0,No,,,,0,0,0
4671,18-24,Other,Tamil Nadu,Tablet,LinkedIn,Yes,No,Public,No,Private,Evening,Digital Wallet,No,Holi,0,No,,,,0,0,0
4672,25-34,Female,Maharashtra,Mobile,Instagram,Yes,Yes,Public,No,Hotspot,Morning,UPI,No,summer vacations,0,No,,,,0,0,0
4673,25-34,Other,Rajasthan,Mobile,Instagram,Yes,No,Private,No,Private,Morning,UPI,Yes,Diwali,0,No,,,,0,0,0
4674,18-24,Female,Andhra Pradesh,Mobile,WhatsApp,Yes,No,Private,No,Open WiFi,Evening,Credit Card,No,summer vacations,0,Yes,LinkedIn,phishingsite.ru,Malicious,15,3.323,1
4675,25-34,Male,Tamil Nadu,Mobile,WhatsApp,Yes,No,Public,No,Hotspot,Night,Credit Card,Yes,Diwali,0,No,,,,0,0,0
4676,25-34,Female,Uttar Pradesh,Mobile,Facebook,No,No,Private,No,Hotspot,Afternoon,Cash,No,summer vacations,0,No,,,,0,0,0
4677,18-24,Female,Bihar,Mobile,Twitter,Yes,No,Private,No,Private,Evening,Cash,No,summer vacations,1,Yes,WhatsApp,login-secure.ru,Malicious,15,3.507,1
4678,18-24,Female,Maharashtra,Desktop,Facebook,Yes,Yes,Public,Yes,Private,Night,Digital Wallet,Yes,summer vacations,1,No,,,,0,0,0
4679,18-24,Male,Bihar,Mobile,Facebook,Yes,No,Public,Yes,Private,Night,Credit Card,No,winter vacation,0,Yes,Facebook,news-portal.org,Good,15,3.64,0
4680,25-34,Male,Rajasthan,Mobile,Twitter,Yes,Yes,Public,No,Private,Morning,Digital Wallet,No,navaratri,0,Yes,WhatsApp,offers-shop.co,Suspicious,14,3.182,1
4681,35-44,Male,Uttar Pradesh,Mobile,WhatsApp,Yes,No,Public,No,Private,Evening,UPI,No,summer vacations,0,Yes,Twitter,promo-deals.xyz,Suspicious,15,3.774,1
4682,18-24,Female,Bihar,Mobile,Twitter,No,No,Public,No,Private,Morning,Debit Card,Yes,winter vacation,1,Yes,Twitter,banking.example,Good,15,3.507,0
4683,35-44,Female,Jharkhand,Mobile,Instagram,Yes,No,Private,No,Private,Evening,Digital Wallet,No,winter vacation,1,Yes,Instagram,phishingsite.ru,Malicious,15,3.323,1
4684,45-54,Male,Karnataka,Desktop,Facebook,Yes,No,Private,No,Private,Afternoon,Debit Card,No,summer vacations,0,No,,,,0,0,0
4685,35-44,Other,Chhattisgarh,Desktop,WhatsApp,Yes,Yes,Private,No,Hotspot,Afternoon,Cash,No,Holi,1,No,,,,0,0,0
4686,35-44,Female,Madhya Pradesh,Mobile,Facebook,Yes,No,Private,No,Private,Night,UPI,No,summer vacations,0,Yes,LinkedIn,news-portal.org,Good,15,3.64,0
4687,18-24,Male,Rajasthan,Mobile,LinkedIn,No,No,Private,No,Hotspot,Evening,Digital Wallet,Yes,summer vacations,0,No,,,,0,0,0
4688,25-34,Female,Andhra Pradesh,Mobile,Instagram,Yes,Yes,Public,No,Private,Morning,Digital Wallet,No,Holi,1,Yes,WhatsApp,phishingsite.ru,Malicious,15,3.323,1
4689,35-44,Female,West Bengal,Mobile,Twitter,Yes,Yes,Public,Yes,Private,Afternoon,Credit Card,Yes,navaratri,0,No,,,,0,0,0
4690,25-34,Female,Rajasthan,Mobile,LinkedIn,Yes,Yes,Private,No,Hotspot,Afternoon,Debit Card,Yes,summer vacations,1,Yes,Twitter,phishingsite.ru,Malicious,15,3.323,1
4691,18-24,Male,Uttar Pradesh,Mobile,Instagram,No,No,Public,No,Private,Morning,Debit Card,No,summer vacations,0,Yes,Instagram,promo-deals.xyz,Suspicious,15,3.774,1
4692,25-34,Male,Telangana,Mobile,Facebook,Yes,Yes,Private,No,Private,Night,UPI,Yes,winter vacation,0,Yes,Instagram,ecommerce.com,Good,13,2.449,0
4693,35-44,Female,Jharkhand,Desktop,Facebook,No,No,Private,Yes,Private,Night,Debit Card,No,summer vacations,0,No,,,,0,0,0
4694,18-24,Male,Maharashtra,Mobile,Instagram,No,No,Public,No,Open WiFi,Afternoon,Credit Card,No,Diwali,0,Yes,LinkedIn,promo-deals.xyz,Suspicious,15,3.774,1
4695,35-44,Male,Uttar Pradesh,Mobile,Instagram,Yes,No,Public,No,Open WiFi,Morning,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
4696,18-24,Male,Uttar Pradesh,Mobile,Facebook,Yes,No,Private,No,Private,Night,Credit Card,Yes,summer vacations,0,Yes,Twitter,offers-shop.co,Suspicious,14,3.182,0
4697,18-24,Female,Uttar Pradesh,Mobile,LinkedIn,Yes,Yes,Private,No,Hotspot,Evening,Cash,No,Diwali,1,No,,,,0,0,0
4698,45-54,Male,Gujarat,Mobile,LinkedIn,Yes,Yes,Private,No,Private,Afternoon,Credit Card,Yes,Diwali,0,Yes,WhatsApp,banking.example,Good,15,3.507,0
4699,35-44,Male,Bihar,Mobile,Facebook,Yes,Yes,Private,No,Open WiFi,Evening,Digital Wallet,Yes,summer vacations,0,Yes,LinkedIn,promo-deals.xyz,Suspicious,15,3.774,1
4700,18-24,Male,Kerala,Desktop,Instagram,No,No,Public,No,Private,Morning,Cash,No,summer vacations,0,No,,,,0,0,0
4701,35-44,Male,Karnataka,Tablet,LinkedIn,Yes,No,Public,No,Private,Morning,Digital Wallet,Yes,navaratri,0,No,,,,0,0,0
4702,25-34,Male,Jammu & Kashmir,Tablet,Instagram,Yes,No,Public,No,Hotspot,Night,UPI,Yes,Diwali,1,No,,,,0,0,0
4703,45-54,Female,West Bengal,Mobile,Twitter,Yes,Yes,Private,No,Private,Evening,Digital Wallet,Yes,summer vacations,0,Yes,LinkedIn,banking.example,Good,15,3.507,0
4704,18-24,Other,Rajasthan,Mobile,Twitter,No,Yes,Private,No,Private,Afternoon,Digital Wallet,Yes,Diwali,0,No,,,,0,0,0
4705,18-24,Male,Assam,Mobile,LinkedIn,No,Yes,Public,No,Private,Afternoon,Credit Card,Yes,Diwali,0,No,,,,0,0,0
4706,25-34,Female,Uttar Pradesh,Mobile,LinkedIn,Yes,Yes,Private,Yes,Private,Evening,Debit Card,Yes,summer vacations,1,Yes,LinkedIn,login-secure.ru,Malicious,15,3.507,1
4707,18-24,Male,Rajasthan,Desktop,Facebook,Yes,Yes,Public,No,Private,Morning,Cash,Yes,navaratri,0,No,,,,0,0,0
4708,18-24,Male,Uttar Pradesh,Mobile,Instagram,Yes,No,Private,No,Private,Evening,Debit Card,No,Diwali,0,Yes,Instagram,promo-deals.xyz,Suspicious,15,3.774,0
4709,25-34,Female,Bihar,Mobile,WhatsApp,Yes,No,Private,No,Hotspot,Morning,UPI,Yes,summer vacations,0,No,,,,0,0,0
4710,18-24,Male,Bihar,Mobile,WhatsApp,Yes,No,Public,No,Private,Evening,UPI,Yes,winter vacation,0,No,,,,0,0,0
4711,25-34,Female,West Bengal,Mobile,WhatsApp,Yes,No,Public,No,Private,Morning,Cash,Yes,Diwali,0,Yes,Twitter,news-portal.org,Good,15,3.64,0
4712,45-54,Male,West Bengal,Mobile,Instagram,No,Yes,Private,No,Private,Morning,Credit Card,No,Diwali,1,Yes,Instagram,unknown-redirect.net,Suspicious,20,3.484,0
4713,45-54,Female,Uttar Pradesh,Mobile,WhatsApp,No,No,Private,No,Hotspot,Afternoon,Credit Card,No,winter vacation,0,Yes,LinkedIn,news-portal.org,Good,15,3.64,0
4714,35-44,Female,Bihar,Mobile,Facebook,No,No,Private,No,Private,Evening,Credit Card,Yes,summer vacations,0,Yes,Facebook,news-portal.org,Good,15,3.64,0
4715,35-44,Female,Jharkhand,Mobile,WhatsApp,Yes,No,Public,No,Private,Afternoon,Debit Card,No,summer vacations,0,No,,,,0,0,0
4716,25-34,Male,Uttar Pradesh,Mobile,Instagram,No,No,Public,No,Private,Evening,Credit Card,No,summer vacations,0,No,,,,0,0,0
4717,25-34,Female,Madhya Pradesh,Mobile,WhatsApp,No,Yes,Public,Yes,Private,Evening,Debit Card,No,Diwali,0,No,,,,0,0,0
4718,45-54,Male,Uttar Pradesh,Desktop,WhatsApp,Yes,Yes,Public,No,Private,Night,UPI,No,Diwali,1,No,,,,0,0,0
4719,45-54,Female,Uttar Pradesh,Desktop,LinkedIn,Yes,Yes,Public,No,Private,Afternoon,Cash,No,Diwali,1,No,,,,0,0,0
4720,18-24,Female,Uttar Pradesh,Tablet,LinkedIn,Yes,No,Private,No,Hotspot,Evening,Cash,No,summer vacations,0,No,,,,0,0,0
4721,25-34,Male,Uttar Pradesh,Desktop,Instagram,No,Yes,Private,Yes,Private,Evening,Cash,No,Diwali,0,Yes,Twitter,ecommerce.com,Good,13,2.449,1
4722,35-44,Female,Bihar,Desktop,Instagram,Yes,No,Private,No,Open WiFi,Afternoon,Digital Wallet,Yes,Diwali,0,No,,,,0,0,0
4723,45-54,Female,Uttar Pradesh,Mobile,LinkedIn,No,No,Private,No,Hotspot,Morning,UPI,Yes,navaratri,0,No,,,,0,0,0
4724,45-54,Female,Telangana,Mobile,Instagram,Yes,No,Private,No,Private,Afternoon,Digital Wallet,Yes,summer vacations,1,Yes,WhatsApp,news-portal.org,Good,15,3.64,0
4725,35-44,Female,Maharashtra,Desktop,Twitter,Yes,No,Private,No,Private,Evening,UPI,Yes,Diwali,0,Yes,WhatsApp,login-secure.ru,Malicious,15,3.507,1
4726,25-34,Female,Bihar,Mobile,LinkedIn,No,Yes,Public,No,Private,Morning,Cash,Yes,summer vacations,1,No,,,,0,0,0
4727,45-54,Other,Odisha,Mobile,LinkedIn,Yes,No,Public,No,Private,Evening,Digital Wallet,No,summer vacations,0,Yes,LinkedIn,phishingsite.ru,Malicious,15,3.323,1
4728,35-44,Male,Uttar Pradesh,Mobile,Twitter,Yes,Yes,Public,Yes,Hotspot,Night,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
4729,25-34,Male,Kerala,Mobile,Facebook,Yes,Yes,Private,No,Private,Night,Debit Card,Yes,winter vacation,1,Yes,Facebook,unknown-redirect.net,Suspicious,20,3.484,0
4730,45-54,Other,Gujarat,Mobile,Facebook,Yes,No,Private,No,Private,Evening,UPI,No,Diwali,0,Yes,Instagram,ecommerce.com,Good,13,2.449,0
4731,18-24,Male,Maharashtra,Mobile,Instagram,Yes,Yes,Public,No,Private,Afternoon,Digital Wallet,Yes,Diwali,0,No,,,,0,0,0
4732,35-44,Male,Rajasthan,Mobile,Facebook,Yes,No,Private,No,Open WiFi,Morning,Digital Wallet,Yes,summer vacations,1,Yes,Facebook,login-secure.ru,Malicious,15,3.507,1
4733,35-44,Female,Gujarat,Mobile,Facebook,Yes,Yes,Private,Yes,Open WiFi,Night,Credit Card,No,Diwali,1,Yes,WhatsApp,promo-deals.xyz,Suspicious,15,3.774,0
4734,35-44,Male,Rajasthan,Mobile,Instagram,No,No,Private,No,Private,Morning,UPI,Yes,Diwali,0,Yes,Instagram,news-portal.org,Good,15,3.64,0
4735,35-44,Other,Bihar,Mobile,LinkedIn,Yes,No,Private,No,Private,Afternoon,Digital Wallet,Yes,Diwali,0,Yes,Twitter,discounts.online,Suspicious,16,3.328,0
4736,18-24,Female,West Bengal,Mobile,WhatsApp,Yes,Yes,Private,No,Private,Afternoon,Debit Card,Yes,summer vacations,1,Yes,LinkedIn,banking.example,Good,15,3.507,0
4737,45-54,Female,Uttar Pradesh,Mobile,Facebook,Yes,No,Private,No,Private,Night,UPI,No,summer vacations,1,Yes,Instagram,ecommerce.com,Good,13,2.449,0
4738,25-34,Male,Maharashtra,Mobile,LinkedIn,Yes,Yes,Private,No,Private,Morning,Debit Card,No,summer vacations,0,Yes,Twitter,ecommerce.com,Good,13,2.449,0
4739,35-44,Male,Maharashtra,Mobile,WhatsApp,Yes,Yes,Public,No,Private,Night,Digital Wallet,Yes,summer vacations,0,Yes,WhatsApp,banking.example,Good,15,3.507,0
4740,35-44,Female,Andhra Pradesh,Desktop,Facebook,Yes,Yes,Private,No,Private,Evening,UPI,Yes,summer vacations,1,No,,,,0,0,0
4741,45-54,Female,Jharkhand,Tablet,WhatsApp,Yes,Yes,Private,No,Private,Afternoon,Cash,No,Diwali,0,No,,,,0,0,0
4742,18-24,Male,Karnataka,Mobile,Instagram,Yes,No,Private,No,Open WiFi,Evening,Digital Wallet,No,summer vacations,0,Yes,Twitter,banking.example,Good,15,3.507,0
4743,25-34,Male,Punjab,Mobile,Instagram,Yes,No,Public,No,Private,Night,UPI,Yes,Holi,0,Yes,Twitter,phishingsite.ru,Malicious,15,3.323,1
4744,35-44,Male,Jammu & Kashmir,Mobile,Twitter,Yes,Yes,Private,No,Private,Evening,Cash,Yes,winter vacation,0,No,,,,0,0,0
4745,35-44,Female,Bihar,Tablet,Twitter,Yes,Yes,Public,No,Private,Night,Debit Card,Yes,summer vacations,1,No,,,,0,0,0
4746,35-44,Male,Jharkhand,Mobile,Twitter,Yes,No,Public,Yes,Private,Afternoon,Cash,No,navaratri,0,Yes,Twitter,ecommerce.com,Good,13,2.449,0
4747,25-34,Male,Uttar Pradesh,Mobile,LinkedIn,No,No,Public,No,Hotspot,Evening,Debit Card,Yes,Diwali,0,No,,,,0,0,0
4748,35-44,Male,Madhya Pradesh,Desktop,Twitter,Yes,No,Private,Yes,Open WiFi,Night,UPI,Yes,winter vacation,0,No,,,,0,0,0
4749,25-34,Other,Rajasthan,Desktop,Twitter,Yes,No,Public,No,Open WiFi,Night,Cash,Yes,summer vacations,0,No,,,,0,0,0
4750,35-44,Female,Rajasthan,Desktop,LinkedIn,Yes,No,Public,No,Hotspot,Afternoon,Credit Card,Yes,summer vacations,1,Yes,Twitter,banking.example,Good,15,3.507,0
4751,35-44,Male,Uttar Pradesh,Tablet,Facebook,Yes,No,Private,No,Private,Morning,Credit Card,No,summer vacations,0,Yes,WhatsApp,banking.example,Good,15,3.507,0
4752,35-44,Male,West Bengal,Mobile,WhatsApp,Yes,No,Private,No,Private,Night,Cash,Yes,Diwali,1,No,,,,0,0,0
4753,45-54,Male,Assam,Mobile,WhatsApp,Yes,Yes,Public,No,Private,Night,Digital Wallet,No,Diwali,0,No,,,,0,0,0
4754,25-34,Male,Chhattisgarh,Mobile,Twitter,Yes,Yes,Private,Yes,Private,Afternoon,Debit Card,No,navaratri,0,Yes,Twitter,unknown-redirect.net,Suspicious,20,3.484,1
4755,25-34,Female,Karnataka,Tablet,Facebook,No,Yes,Private,No,Private,Afternoon,Cash,Yes,summer vacations,0,Yes,WhatsApp,offers-shop.co,Suspicious,14,3.182,1
4756,25-34,Female,Uttar Pradesh,Mobile,LinkedIn,No,No,Public,No,Open WiFi,Night,UPI,Yes,summer vacations,0,Yes,WhatsApp,banking.example,Good,15,3.507,0
4757,45-54,Male,Tamil Nadu,Desktop,Facebook,Yes,No,Private,Yes,Hotspot,Night,Credit Card,Yes,Holi,0,Yes,LinkedIn,promo-deals.xyz,Suspicious,15,3.774,0
4758,35-44,Male,Tamil Nadu,Mobile,WhatsApp,Yes,Yes,Private,No,Open WiFi,Afternoon,Debit Card,Yes,Diwali,0,No,,,,0,0,0
4759,25-34,Female,Assam,Desktop,Twitter,Yes,No,Private,No,Open WiFi,Evening,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
